ts,userId,sessionId,page,auth,method,status,level,itemInSession,location,userAgent,lastName,firstName,registration,gender,artist,song,length
1540464953000,,2403,Home,Logged Out,GET,200,free,0,,,,,,,,,
1540464954000,,2403,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1540465200000,,2375,Home,Logged Out,GET,200,paid,161,,,,,,,,,
1540465211000,,2375,Home,Logged Out,GET,200,paid,162,,,,,,,,,
1540465212000,,2375,Login,Logged Out,PUT,307,paid,163,,,,,,,,,
1540465512000,,2257,Home,Logged Out,GET,200,free,0,,,,,,,,,
1540465513000,,2257,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1540465563000,,1962,Home,Logged Out,GET,200,paid,155,,,,,,,,,
1540465588000,,1962,Home,Logged Out,GET,200,paid,156,,,,,,,,,
1540465592000,,2283,Home,Logged Out,GET,200,free,5,,,,,,,,,
1540465593000,,2283,Login,Logged Out,PUT,307,free,6,,,,,,,,,
1540466059000,,1962,Help,Logged Out,GET,200,paid,157,,,,,,,,,
1540466166000,,1962,About,Logged Out,GET,200,paid,158,,,,,,,,,
1540466311000,,1962,Help,Logged Out,GET,200,paid,159,,,,,,,,,
1540466312000,,1962,Login,Logged Out,PUT,307,paid,160,,,,,,,,,
1540466789000,,2307,Home,Logged Out,GET,200,paid,542,,,,,,,,,
1540466791000,,2307,Help,Logged Out,GET,200,paid,543,,,,,,,,,
1540466792000,,2307,Login,Logged Out,PUT,307,paid,544,,,,,,,,,
1540469685000,,2425,Home,Logged Out,GET,200,paid,16,,,,,,,,,
1540469686000,,2425,Login,Logged Out,PUT,307,paid,17,,,,,,,,,
1540470064000,,2392,Home,Logged Out,GET,200,free,26,,,,,,,,,
1540470065000,,2392,Login,Logged Out,PUT,307,free,27,,,,,,,,,
1540471802000,,2333,Home,Logged Out,GET,200,paid,71,,,,,,,,,
1540471803000,,2333,Login,Logged Out,PUT,307,paid,72,,,,,,,,,
1540474065000,,2329,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1540474066000,,2329,Login,Logged Out,PUT,307,paid,1,,,,,,,,,
1540474736000,,2307,Home,Logged Out,GET,200,paid,583,,,,,,,,,
1540474736000,,2307,Home,Logged Out,GET,200,paid,584,,,,,,,,,
1540474737000,,2307,Login,Logged Out,PUT,307,paid,585,,,,,,,,,
1540475087000,,1810,Home,Logged Out,GET,200,free,22,,,,,,,,,
1540475088000,,1810,Login,Logged Out,PUT,307,free,23,,,,,,,,,
1540478025000,,2261,Home,Logged Out,GET,200,paid,187,,,,,,,,,
1540478026000,,2261,Login,Logged Out,PUT,307,paid,188,,,,,,,,,
1540478125000,,2408,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1540478126000,,2408,Login,Logged Out,PUT,307,paid,1,,,,,,,,,
1540478729000,,2307,Home,Logged Out,GET,200,paid,609,,,,,,,,,
1540478730000,,2307,Login,Logged Out,PUT,307,paid,610,,,,,,,,,
1540478740000,,2350,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1540479025000,,1980,Home,Logged Out,GET,200,paid,141,,,,,,,,,
1540479026000,,1980,Login,Logged Out,PUT,307,paid,142,,,,,,,,,
1540479516000,,2133,Home,Logged Out,GET,200,paid,148,,,,,,,,,
1540479517000,,2133,Login,Logged Out,PUT,307,paid,149,,,,,,,,,
1540480638000,,2292,Home,Logged Out,GET,200,paid,10,,,,,,,,,
1540480639000,,2292,Login,Logged Out,PUT,307,paid,11,,,,,,,,,
1540481062000,,1962,Home,Logged Out,GET,200,paid,225,,,,,,,,,
1540481063000,,1962,Login,Logged Out,PUT,307,paid,226,,,,,,,,,
1540481341000,,2408,Home,Logged Out,GET,200,paid,23,,,,,,,,,
1540481342000,,2408,Login,Logged Out,PUT,307,paid,24,,,,,,,,,
1540481903000,,2174,Login,Logged Out,PUT,307,paid,0,,,,,,,,,
1540482217000,,2157,Home,Logged Out,GET,200,paid,20,,,,,,,,,
1540482218000,,2157,Login,Logged Out,PUT,307,paid,21,,,,,,,,,
1540483679000,,2350,Home,Logged Out,GET,200,free,29,,,,,,,,,
1540483680000,,2350,Login,Logged Out,PUT,307,free,30,,,,,,,,,
1540483758000,,2429,Home,Logged Out,GET,200,free,3,,,,,,,,,
1540483759000,,2429,Login,Logged Out,PUT,307,free,4,,,,,,,,,
1540484105000,,2174,Home,Logged Out,GET,200,paid,14,,,,,,,,,
1540484106000,,2174,Login,Logged Out,PUT,307,paid,15,,,,,,,,,
1540484237000,,2375,Home,Logged Out,GET,200,paid,252,,,,,,,,,
1540484238000,,2375,Login,Logged Out,PUT,307,paid,253,,,,,,,,,
1540484289000,,2174,Home,Logged Out,GET,200,paid,19,,,,,,,,,
1540484290000,,2174,Login,Logged Out,PUT,307,paid,20,,,,,,,,,
1540484381000,,1681,Home,Logged Out,GET,200,free,0,,,,,,,,,
1540484618000,,2261,Home,Logged Out,GET,200,paid,218,,,,,,,,,
1540484619000,,2261,Login,Logged Out,PUT,307,paid,219,,,,,,,,,
1540485175000,,2376,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1540485176000,,2376,Login,Logged Out,PUT,307,paid,1,,,,,,,,,
1540485799000,,2374,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1540485800000,,2374,Login,Logged Out,PUT,307,paid,1,,,,,,,,,
1540486097000,,2310,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1540486484000,,1837,Home,Logged Out,GET,200,free,0,,,,,,,,,
1540486485000,,1837,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1540486951000,,1398,Home,Logged Out,GET,200,free,8,,,,,,,,,
1540486952000,,1398,Login,Logged Out,PUT,307,free,9,,,,,,,,,
1540487710000,,2261,Home,Logged Out,GET,200,paid,238,,,,,,,,,
1540487735000,,2261,Help,Logged Out,GET,200,paid,239,,,,,,,,,
1540487737000,,2261,Help,Logged Out,GET,200,paid,240,,,,,,,,,
1540487740000,,2261,Home,Logged Out,GET,200,paid,241,,,,,,,,,
1540487741000,,2261,Login,Logged Out,PUT,307,paid,242,,,,,,,,,
1540487828000,,2337,Home,Logged Out,GET,200,paid,368,,,,,,,,,
1540487829000,,2337,Login,Logged Out,PUT,307,paid,369,,,,,,,,,
1540488992000,,2424,Home,Logged Out,GET,200,paid,136,,,,,,,,,
1540489024000,,2424,About,Logged Out,GET,200,paid,137,,,,,,,,,
1540489039000,,2424,Home,Logged Out,GET,200,paid,138,,,,,,,,,
1540491491000,,1820,Home,Logged Out,GET,200,paid,189,,,,,,,,,
1540491492000,,1820,Login,Logged Out,PUT,307,paid,190,,,,,,,,,
1540491861000,,2346,Home,Logged Out,GET,200,paid,108,,,,,,,,,
1540491954000,,2346,About,Logged Out,GET,200,paid,109,,,,,,,,,
1540491956000,,2346,Home,Logged Out,GET,200,paid,110,,,,,,,,,
1540491993000,,2346,About,Logged Out,GET,200,paid,111,,,,,,,,,
1540491994000,,2346,Login,Logged Out,PUT,307,paid,112,,,,,,,,,
1540492319000,,2106,Home,Logged Out,GET,200,free,22,,,,,,,,,
1540495083000,,2283,Home,Logged Out,GET,200,paid,144,,,,,,,,,
1540495084000,,2283,Login,Logged Out,PUT,307,paid,145,,,,,,,,,
1540496052000,,1970,Home,Logged Out,GET,200,paid,26,,,,,,,,,
1540496052000,,1970,Home,Logged Out,GET,200,paid,27,,,,,,,,,
1540496053000,,1970,Login,Logged Out,PUT,307,paid,28,,,,,,,,,
1540496287000,,1821,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1540496288000,,1821,Login,Logged Out,PUT,307,paid,1,,,,,,,,,
1540496319000,,2420,Home,Logged Out,GET,200,paid,40,,,,,,,,,
1540496385000,,2420,Home,Logged Out,GET,200,paid,41,,,,,,,,,
1540496437000,,2346,Home,Logged Out,GET,200,paid,135,,,,,,,,,
1540496438000,,2346,Login,Logged Out,PUT,307,paid,136,,,,,,,,,
1540496926000,,1667,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1540497258000,,1837,Home,Logged Out,GET,200,free,64,,,,,,,,,
1540497390000,,1837,About,Logged Out,GET,200,free,65,,,,,,,,,
1540497426000,,2292,Home,Logged Out,GET,200,paid,92,,,,,,,,,
1540497427000,,2292,Login,Logged Out,PUT,307,paid,93,,,,,,,,,
1540498424000,,2401,Home,Logged Out,GET,200,free,70,,,,,,,,,
1540498425000,,2401,Login,Logged Out,PUT,307,free,71,,,,,,,,,
1540499014000,,2401,Home,Logged Out,GET,200,free,78,,,,,,,,,
1540499015000,,2401,Login,Logged Out,PUT,307,free,79,,,,,,,,,
1540499462000,,2413,Home,Logged Out,GET,200,paid,15,,,,,,,,,
1540499481000,,2413,Home,Logged Out,GET,200,paid,16,,,,,,,,,
1540499482000,,2413,Login,Logged Out,PUT,307,paid,17,,,,,,,,,
1540501054000,,2267,Home,Logged Out,GET,200,paid,35,,,,,,,,,
1540501055000,,2267,Login,Logged Out,PUT,307,paid,36,,,,,,,,,
1540502372000,,2346,Home,Logged Out,GET,200,paid,168,,,,,,,,,
1540502373000,,2346,Login,Logged Out,PUT,307,paid,169,,,,,,,,,
1540502846000,,2337,Home,Logged Out,GET,200,paid,438,,,,,,,,,
1540502847000,,2337,Login,Logged Out,PUT,307,paid,439,,,,,,,,,
1540503174000,,2287,Home,Logged Out,GET,200,free,0,,,,,,,,,
1540504499000,,2395,Home,Logged Out,GET,200,paid,132,,,,,,,,,
1540504500000,,2395,Login,Logged Out,PUT,307,paid,133,,,,,,,,,
1540505992000,,2456,Home,Logged Out,GET,200,paid,31,,,,,,,,,
1540506078000,,2456,About,Logged Out,GET,200,paid,32,,,,,,,,,
1540506079000,,2456,Login,Logged Out,PUT,307,paid,33,,,,,,,,,
1540507139000,,2337,Home,Logged Out,GET,200,paid,464,,,,,,,,,
1540507151000,,2337,Help,Logged Out,GET,200,paid,465,,,,,,,,,
1540507152000,,2337,Login,Logged Out,PUT,307,paid,466,,,,,,,,,
1540507283000,,2018,Home,Logged Out,GET,200,paid,65,,,,,,,,,
1540507356000,,2018,Help,Logged Out,GET,200,paid,66,,,,,,,,,
1540507357000,,2018,Login,Logged Out,PUT,307,paid,67,,,,,,,,,
1540508248000,,2255,Home,Logged Out,GET,200,paid,338,,,,,,,,,
1540508249000,,2255,Login,Logged Out,PUT,307,paid,339,,,,,,,,,
1540508346000,,2469,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1540509711000,,2451,Home,Logged Out,GET,200,paid,118,,,,,,,,,
1540509716000,,2451,Home,Logged Out,GET,200,paid,119,,,,,,,,,
1540509720000,,2451,Home,Logged Out,GET,200,paid,120,,,,,,,,,
1540509721000,,2451,Login,Logged Out,PUT,307,paid,121,,,,,,,,,
1540510568000,,2018,Home,Logged Out,GET,200,paid,83,,,,,,,,,
1540510569000,,2018,Login,Logged Out,PUT,307,paid,84,,,,,,,,,
1540510935000,,2305,Home,Logged Out,GET,200,paid,129,,,,,,,,,
1540510936000,,2305,Login,Logged Out,PUT,307,paid,130,,,,,,,,,
1540511571000,,1821,Home,Logged Out,GET,200,paid,75,,,,,,,,,
1540511572000,,1821,Login,Logged Out,PUT,307,paid,76,,,,,,,,,
1540511639000,,2292,Home,Logged Out,GET,200,paid,165,,,,,,,,,
1540511640000,,2292,Login,Logged Out,PUT,307,paid,166,,,,,,,,,
1540512724000,,2366,Home,Logged Out,GET,200,paid,40,,,,,,,,,
1540512725000,,2366,Home,Logged Out,GET,200,paid,41,,,,,,,,,
1540512726000,,2366,Login,Logged Out,PUT,307,paid,42,,,,,,,,,
1540512815000,,2405,Home,Logged Out,GET,200,paid,211,,,,,,,,,
1540512881000,,2405,About,Logged Out,GET,200,paid,212,,,,,,,,,
1540512882000,,2405,Login,Logged Out,PUT,307,paid,213,,,,,,,,,
1540514435000,,2363,Home,Logged Out,GET,200,free,28,,,,,,,,,
1540515406000,,2316,Home,Logged Out,GET,200,paid,109,,,,,,,,,
1540515432000,,2316,Home,Logged Out,GET,200,paid,110,,,,,,,,,
1540515433000,,2316,Login,Logged Out,PUT,307,paid,111,,,,,,,,,
1540519406000,,1667,Home,Logged Out,GET,200,paid,124,,,,,,,,,
1540519407000,,1667,Login,Logged Out,PUT,307,paid,125,,,,,,,,,
1540521235000,,2366,Home,Logged Out,GET,200,paid,89,,,,,,,,,
1540521290000,,2366,Home,Logged Out,GET,200,paid,90,,,,,,,,,
1540521291000,,2366,Login,Logged Out,PUT,307,paid,91,,,,,,,,,
1540521925000,,1513,Home,Logged Out,GET,200,free,24,,,,,,,,,
1540521936000,,1513,About,Logged Out,GET,200,free,25,,,,,,,,,
1540522240000,,2369,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1540523081000,,2482,Home,Logged Out,GET,200,free,0,,,,,,,,,
1540523082000,,2482,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1540523567000,,2482,Home,Logged Out,GET,200,free,5,,,,,,,,,
1540523613000,,2482,About,Logged Out,GET,200,free,6,,,,,,,,,
1540523653000,,2482,About,Logged Out,GET,200,free,7,,,,,,,,,
1540523666000,,1821,Home,Logged Out,GET,200,paid,135,,,,,,,,,
1540523667000,,1821,Login,Logged Out,PUT,307,paid,136,,,,,,,,,
1540523732000,,2261,Home,Logged Out,GET,200,paid,410,,,,,,,,,
1540523733000,,2261,Login,Logged Out,PUT,307,paid,411,,,,,,,,,
1540524088000,,2482,Home,Logged Out,GET,200,free,8,,,,,,,,,
1540524109000,,2482,Home,Logged Out,GET,200,free,9,,,,,,,,,
1540524397000,,2482,Help,Logged Out,GET,200,free,10,,,,,,,,,
1540524398000,,2482,Login,Logged Out,PUT,307,free,11,,,,,,,,,
1540525240000,,2462,Home,Logged Out,GET,200,paid,25,,,,,,,,,
1540525751000,,2395,Home,Logged Out,GET,200,paid,235,,,,,,,,,
1540525752000,,2395,Login,Logged Out,PUT,307,paid,236,,,,,,,,,
1540526277000,,2366,Home,Logged Out,GET,200,paid,115,,,,,,,,,
1540526298000,,2366,About,Logged Out,GET,200,paid,116,,,,,,,,,
1540526299000,,2366,Login,Logged Out,PUT,307,paid,117,,,,,,,,,
1540527599000,,2305,Home,Logged Out,GET,200,paid,216,,,,,,,,,
1540527600000,,2305,Login,Logged Out,PUT,307,paid,217,,,,,,,,,
1540528135000,,2338,Home,Logged Out,GET,200,free,3,,,,,,,,,
1540529628000,,2267,Home,Logged Out,GET,200,paid,181,,,,,,,,,
1540529629000,,2267,Login,Logged Out,PUT,307,paid,182,,,,,,,,,
1540530217000,,2395,Home,Logged Out,GET,200,paid,260,,,,,,,,,
1540530292000,,2395,About,Logged Out,GET,200,paid,261,,,,,,,,,
1540530293000,,2395,Login,Logged Out,PUT,307,paid,262,,,,,,,,,
1540531274000,,2305,Home,Logged Out,GET,200,paid,233,,,,,,,,,
1540531275000,,2305,Login,Logged Out,PUT,307,paid,234,,,,,,,,,
1540532473000,,2230,About,Logged Out,GET,200,free,0,,,,,,,,,
1540532474000,,2230,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1540534860000,,2292,Home,Logged Out,GET,200,paid,275,,,,,,,,,
1540534861000,,2292,Login,Logged Out,PUT,307,paid,276,,,,,,,,,
1540535998000,,2365,Home,Logged Out,GET,200,paid,133,,,,,,,,,
1540535999000,,2365,Login,Logged Out,PUT,307,paid,134,,,,,,,,,
1540536784000,,1585,Home,Logged Out,GET,200,free,22,,,,,,,,,
1540536785000,,1585,Login,Logged Out,PUT,307,free,23,,,,,,,,,
1540536832000,,1913,Home,Logged Out,GET,200,free,36,,,,,,,,,
1540536833000,,1913,Login,Logged Out,PUT,307,free,37,,,,,,,,,
1540537311000,,2488,Home,Logged Out,GET,200,paid,10,,,,,,,,,
1540537312000,,2488,Login,Logged Out,PUT,307,paid,11,,,,,,,,,
1540539025000,,2373,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1540539026000,,2373,Login,Logged Out,PUT,307,paid,1,,,,,,,,,
1540540156000,,2365,Home,Logged Out,GET,200,paid,157,,,,,,,,,
1540540157000,,2365,Login,Logged Out,PUT,307,paid,158,,,,,,,,,
1540540342000,,2305,Home,Logged Out,GET,200,paid,278,,,,,,,,,
1540540343000,,2305,Login,Logged Out,PUT,307,paid,279,,,,,,,,,
1540540613000,,2509,Home,Logged Out,GET,200,paid,14,,,,,,,,,
1540540614000,,2509,Login,Logged Out,PUT,307,paid,15,,,,,,,,,
1540544084000,,2292,Home,Logged Out,GET,200,paid,319,,,,,,,,,
1540544085000,,2292,Login,Logged Out,PUT,307,paid,320,,,,,,,,,
1540545997000,,1962,Home,Logged Out,GET,200,paid,508,,,,,,,,,
1540546220000,,1962,About,Logged Out,GET,200,paid,509,,,,,,,,,
1540546221000,,1962,Login,Logged Out,PUT,307,paid,510,,,,,,,,,
1540546232000,,2292,Home,Logged Out,GET,200,paid,333,,,,,,,,,
1540546233000,,2292,Login,Logged Out,PUT,307,paid,334,,,,,,,,,
1540547309000,,2382,Home,Logged Out,GET,200,free,15,,,,,,,,,
1540547310000,,2382,Login,Logged Out,PUT,307,free,16,,,,,,,,,
1540549738000,,2430,Home,Logged Out,GET,200,paid,7,,,,,,,,,
1540549739000,,2430,Login,Logged Out,PUT,307,paid,8,,,,,,,,,
1540550208000,,2456,Home,Logged Out,GET,200,paid,247,,,,,,,,,
1540550209000,,2456,Login,Logged Out,PUT,307,paid,248,,,,,,,,,
1540550325000,,2456,Home,Logged Out,GET,200,paid,251,,,,,,,,,
1540550326000,,2456,Login,Logged Out,PUT,307,paid,252,,,,,,,,,
1540550697000,,1667,Home,Logged Out,GET,200,paid,271,,,,,,,,,
1540550706000,,1667,Home,Logged Out,GET,200,paid,272,,,,,,,,,
1540550707000,,1667,Login,Logged Out,PUT,307,paid,273,,,,,,,,,
1540551130000,,2493,Home,Logged Out,GET,200,paid,35,,,,,,,,,
1540551131000,,2493,Login,Logged Out,PUT,307,paid,36,,,,,,,,,
1540551717000,,2488,Home,Logged Out,GET,200,paid,85,,,,,,,,,
1540551718000,,2488,Login,Logged Out,PUT,307,paid,86,,,,,,,,,
1540553429000,,2467,Help,Logged Out,GET,200,paid,0,,,,,,,,,
1540553430000,,2467,Login,Logged Out,PUT,307,paid,1,,,,,,,,,
1540554279000,,2503,Home,Logged Out,GET,200,paid,8,,,,,,,,,
1540554380000,,2503,Help,Logged Out,GET,200,paid,9,,,,,,,,,
1540554383000,,2503,Help,Logged Out,GET,200,paid,10,,,,,,,,,
1540554535000,,2503,Help,Logged Out,GET,200,paid,11,,,,,,,,,
1540554537000,,2441,Home,Logged Out,GET,200,free,11,,,,,,,,,
1540554542000,,2503,Home,Logged Out,GET,200,paid,12,,,,,,,,,
1540554543000,,2503,Login,Logged Out,PUT,307,paid,13,,,,,,,,,
1540555066000,,2467,Home,Logged Out,GET,200,paid,12,,,,,,,,,
1540555067000,,2467,Login,Logged Out,PUT,307,paid,13,,,,,,,,,
1540555295000,,1962,Home,Logged Out,GET,200,paid,550,,,,,,,,,
1540555296000,,1962,Login,Logged Out,PUT,307,paid,551,,,,,,,,,
1540555890000,,2467,Home,Logged Out,GET,200,paid,20,,,,,,,,,
1540555898000,,2467,Help,Logged Out,GET,200,paid,21,,,,,,,,,
1540555899000,,2467,Login,Logged Out,PUT,307,paid,22,,,,,,,,,
1540556312000,,2430,Home,Logged Out,GET,200,paid,44,,,,,,,,,
1540556313000,,2430,Login,Logged Out,PUT,307,paid,45,,,,,,,,,
1540558045000,,2273,Home,Logged Out,GET,200,free,21,,,,,,,,,
1540558046000,,2273,Login,Logged Out,PUT,307,free,22,,,,,,,,,
1540558808000,,2305,Home,Logged Out,GET,200,paid,368,,,,,,,,,
1540558820000,,2305,Home,Logged Out,GET,200,paid,369,,,,,,,,,
1540558821000,,2305,Login,Logged Out,PUT,307,paid,370,,,,,,,,,
1540559545000,,1962,Home,Logged Out,GET,200,paid,573,,,,,,,,,
1540559546000,,1962,Login,Logged Out,PUT,307,paid,574,,,,,,,,,
1540561246000,,2273,Home,Logged Out,GET,200,free,41,,,,,,,,,
1540561579000,,2406,Login,Logged Out,PUT,307,paid,0,,,,,,,,,
1540561804000,,2511,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1540561805000,,2511,Login,Logged Out,PUT,307,paid,1,,,,,,,,,
1540562584000,,1962,Home,Logged Out,GET,200,paid,588,,,,,,,,,
1540563331000,,2267,Home,Logged Out,GET,200,paid,345,,,,,,,,,
1540563332000,,2267,Login,Logged Out,PUT,307,paid,346,,,,,,,,,
1540566388000,,2532,Home,Logged Out,GET,200,paid,9,,,,,,,,,
1540566395000,,2532,Home,Logged Out,GET,200,paid,10,,,,,,,,,
1540566396000,,2532,Login,Logged Out,PUT,307,paid,11,,,,,,,,,
1540567795000,,2511,Home,Logged Out,GET,200,paid,33,,,,,,,,,
1540567796000,,2511,Login,Logged Out,PUT,307,paid,34,,,,,,,,,
1540567909000,,2488,Home,Logged Out,GET,200,paid,162,,,,,,,,,
1540567910000,,2488,Login,Logged Out,PUT,307,paid,163,,,,,,,,,
1540568672000,,2366,Home,Logged Out,GET,200,paid,327,,,,,,,,,
1540568737000,,2366,About,Logged Out,GET,200,paid,328,,,,,,,,,
1540568738000,,2366,Login,Logged Out,PUT,307,paid,329,,,,,,,,,
1540569009000,,2402,Login,Logged Out,PUT,307,paid,0,,,,,,,,,
1540570183000,,2488,Home,Logged Out,GET,200,paid,177,,,,,,,,,
1540570314000,,2488,Home,Logged Out,GET,200,paid,178,,,,,,,,,
1540570315000,,2488,Home,Logged Out,GET,200,paid,179,,,,,,,,,
1540574951000,,2129,Home,Logged Out,GET,200,free,24,,,,,,,,,
1540575022000,,2129,About,Logged Out,GET,200,free,25,,,,,,,,,
1540575023000,,2129,Login,Logged Out,PUT,307,free,26,,,,,,,,,
1540576267000,,2331,Login,Logged Out,PUT,307,paid,0,,,,,,,,,
1540576474000,,2248,About,Logged Out,GET,200,free,0,,,,,,,,,
1540576475000,,2248,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1540576859000,,2267,Home,Logged Out,GET,200,paid,418,,,,,,,,,
1540578524000,,2248,Home,Logged Out,GET,200,free,12,,,,,,,,,
1540580471000,,2504,Home,Logged Out,GET,200,paid,109,,,,,,,,,
1540580472000,,2504,Login,Logged Out,PUT,307,paid,110,,,,,,,,,
1540582567000,,2509,Home,Logged Out,GET,200,paid,217,,,,,,,,,
1540582568000,,2509,Login,Logged Out,PUT,307,paid,218,,,,,,,,,
1540584106000,,2436,Home,Logged Out,GET,200,paid,26,,,,,,,,,
1540584107000,,2436,Login,Logged Out,PUT,307,paid,27,,,,,,,,,
1540584555000,,2509,Home,Logged Out,GET,200,paid,231,,,,,,,,,
1540584556000,,2509,Login,Logged Out,PUT,307,paid,232,,,,,,,,,
1540585093000,,637,Home,Logged Out,GET,200,free,0,,,,,,,,,
1540585199000,,637,About,Logged Out,GET,200,free,1,,,,,,,,,
1540585200000,,637,Login,Logged Out,PUT,307,free,2,,,,,,,,,
1540586028000,,2453,Home,Logged Out,GET,200,paid,11,,,,,,,,,
1540586029000,,2453,Login,Logged Out,PUT,307,paid,12,,,,,,,,,
1540586184000,,2515,Home,Logged Out,GET,200,free,0,,,,,,,,,
1540586185000,,2515,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1540586708000,,2483,Home,Logged Out,GET,200,paid,26,,,,,,,,,
1540586709000,,2483,Login,Logged Out,PUT,307,paid,27,,,,,,,,,
1540587114000,,2292,Home,Logged Out,GET,200,paid,526,,,,,,,,,
1540587249000,,2292,Help,Logged Out,GET,200,paid,527,,,,,,,,,
1540587250000,,2292,Login,Logged Out,PUT,307,paid,528,,,,,,,,,
1540587320000,,2256,Home,Logged Out,GET,200,free,0,,,,,,,,,
1540587321000,,2256,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1540587773000,,2453,Home,Logged Out,GET,200,paid,24,,,,,,,,,
1540587774000,,2453,Login,Logged Out,PUT,307,paid,25,,,,,,,,,
1540588482000,,2331,Home,Logged Out,GET,200,paid,57,,,,,,,,,
1540588483000,,2331,Login,Logged Out,PUT,307,paid,58,,,,,,,,,
1540588572000,,2513,Home,Logged Out,GET,200,paid,111,,,,,,,,,
1540588573000,,2513,Login,Logged Out,PUT,307,paid,112,,,,,,,,,
1540589285000,,2463,Home,Logged Out,GET,200,paid,23,,,,,,,,,
1540589362000,,2463,Home,Logged Out,GET,200,paid,24,,,,,,,,,
1540589363000,,2463,Login,Logged Out,PUT,307,paid,25,,,,,,,,,
1540589394000,,2455,Home,Logged Out,GET,200,paid,13,,,,,,,,,
1540589411000,,2455,About,Logged Out,GET,200,paid,14,,,,,,,,,
1540589412000,,2455,Login,Logged Out,PUT,307,paid,15,,,,,,,,,
1540590200000,,2536,Login,Logged Out,PUT,307,paid,0,,,,,,,,,
1540591088000,,1551,Home,Logged Out,GET,200,paid,45,,,,,,,,,
1540591118000,,1551,About,Logged Out,GET,200,paid,46,,,,,,,,,
1540591119000,,1551,Login,Logged Out,PUT,307,paid,47,,,,,,,,,
1540592680000,,2256,Home,Logged Out,GET,200,free,28,,,,,,,,,
1540592681000,,2256,Login,Logged Out,PUT,307,free,29,,,,,,,,,
1540596803000,,2461,Home,Logged Out,GET,200,paid,5,,,,,,,,,
1540596816000,,2461,Home,Logged Out,GET,200,paid,6,,,,,,,,,
1540596817000,,2461,Login,Logged Out,PUT,307,paid,7,,,,,,,,,
1540596872000,,2461,Home,Logged Out,GET,200,paid,10,,,,,,,,,
1540596873000,,2461,Login,Logged Out,PUT,307,paid,11,,,,,,,,,
1540598019000,,2538,Home,Logged Out,GET,200,free,35,,,,,,,,,
1540598020000,,2538,Login,Logged Out,PUT,307,free,36,,,,,,,,,
1540600707000,,2536,Home,Logged Out,GET,200,paid,48,,,,,,,,,
1540606668000,,2365,Home,Logged Out,GET,200,paid,476,,,,,,,,,
1540606669000,,2365,Login,Logged Out,PUT,307,paid,477,,,,,,,,,
1540607787000,,2483,Home,Logged Out,GET,200,paid,125,,,,,,,,,
1540607805000,,2483,Home,Logged Out,GET,200,paid,126,,,,,,,,,
1540607880000,,2483,Home,Logged Out,GET,200,paid,127,,,,,,,,,
1540607947000,,2483,Home,Logged Out,GET,200,paid,128,,,,,,,,,
1540607948000,,2483,Login,Logged Out,PUT,307,paid,129,,,,,,,,,
1540608375000,,2572,Home,Logged Out,GET,200,paid,61,,,,,,,,,
1540608376000,,2572,Login,Logged Out,PUT,307,paid,62,,,,,,,,,
1540608800000,,2490,Home,Logged Out,GET,200,paid,18,,,,,,,,,
1540608801000,,2490,Login,Logged Out,PUT,307,paid,19,,,,,,,,,
1540609640000,,2194,Home,Logged Out,GET,200,free,7,,,,,,,,,
1540609641000,,2194,Login,Logged Out,PUT,307,free,8,,,,,,,,,
1540609873000,,2436,Home,Logged Out,GET,200,paid,151,,,,,,,,,
1540609874000,,2436,Login,Logged Out,PUT,307,paid,152,,,,,,,,,
1540610905000,,2490,Home,Logged Out,GET,200,paid,30,,,,,,,,,
1540611004000,,2490,Help,Logged Out,GET,200,paid,31,,,,,,,,,
1540611005000,,2490,Login,Logged Out,PUT,307,paid,32,,,,,,,,,
1540612846000,,1551,Home,Logged Out,GET,200,paid,163,,,,,,,,,
1540613028000,,1551,About,Logged Out,GET,200,paid,164,,,,,,,,,
1540613037000,,1551,Home,Logged Out,GET,200,paid,165,,,,,,,,,
1540613038000,,1551,Login,Logged Out,PUT,307,paid,166,,,,,,,,,
1540614940000,,2484,Home,Logged Out,GET,200,paid,8,,,,,,,,,
1540614941000,,2484,Login,Logged Out,PUT,307,paid,9,,,,,,,,,
1540617042000,,1514,Home,Guest,GET,200,free,0,,,,,,,,,
1540617169000,,1514,Register,Guest,GET,200,free,1,,,,,,,,,
1540617170000,,1514,Submit Registration,Guest,PUT,307,free,2,,,,,,,,,
